"CNPJ","NOME_DA_INSTITUIÇÃO","ENDEREÇO","COMPLEMENTO","BAIRRO","CEP","MUNICÍPIO","UF","DDD","FONE","TIPO_COOPERATIVA","CLASSE_COOPER","ENDEREÇO_ELETRÔNICO","SÍTIO_NA_INTERNET","ano","mes","tipo"
"1090027.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E CATEGORIAS AFINS-UNICRED NITEROI LTDA","RUA DA CONCEICAO, 95","11º ANDAR","CENTRO","24020082.000000","NITEROI","RJ","21.000000","27299100.000000","Crédito Mútuo","Singular","UNICRED@UNICRED-NITEROI.COM.BR","WWW.UNICRED-NITEROI.COM.BR","2007","10","cooperativas"
"1107759.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA USINA SANTA MARIA - PILONCRED","RODOVIA MUNICIPAL OCTAVIO PILON S/N",NA,"SAO FRANCISCO","18520000.000000","CERQUILHO","SP","15.000000","32848000.000000","Crédito Mútuo","Singular","PILONCRE@FASTERNET.COM.BR",NA,"2007","10","cooperativas"
"1110032.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO MÉDICOS E DEMAIS PROFISSIONAIS NÍVEL SUPERIOR DA SAÚDE DE GOVERNADOR VALADARES","RUA PRUDENTE DE MORAIS, 648",NA,"CENTRO","35020460.000000","GOVERNADOR VALADARES","MG","33.000000","32713800.000000","Crédito Mútuo","Singular","UNICREDGV@UNICREDGV.COM.BR","WWW.UNICREDGV.COM.BR","2007","10","cooperativas"
"1120042.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CENTRAIS ELETRICAS DO PARÁ - COECELPA","AV. CONSELHEIRO FURTADO Nº 2391","ED. BELÉM METROPOLITAN - SALA 110","CREMAÇÃO","66040100.000000","BELEM","PA","91.000000","32486967.000000","Crédito Mútuo","Singular","GERENCIA-COECELPA@VELOXMAIL.COM.BR","WWW.COECELPA.COM.BR","2007","10","cooperativas"
"1126867.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS CIRURGIÕES DENTISTAS E PROFISSIONAIS DA ÁREA DE SAÚDE DE SÃO PAULO","RUA VOLUNTÁRIOS DA PÁTRIA, 547","1ºANDAR","SANTANA","2011000.000000","SAO PAULO","SP","11.000000","62232544.000000","Crédito Mútuo","Singular","ODONTOCREDSP@UOL.COM.BR",NA,"2007","10","cooperativas"
"1151186.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS  PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE DE CAMPINA GRANDE LTDA","RUA DOM PEDRO II, 424",NA,"PRATA","58101270.000000","CAMPINA GRANDE","PB","83.000000","21015000.000000","Crédito Mútuo","Singular","UNICRED@UNICREDCG.COM.BR",NA,"2007","10","cooperativas"
"1151839.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DA REGIÃO DA PRODUCAO LTDA- UNICRED REGIÃO DA PRODUÇÃO","AV.PATRIA, 823","SALA 01","CENTRO","99500000.000000","CARAZINHO","RS","54.000000","3314380.000000","Crédito Mútuo","Singular","REGIAODAPRODUCAO@UNICRED-RS.COM.BR",NA,"2007","10","cooperativas"
"1152097.000000","COOPERATIVA DE CRÉDITO DE VOLTA GRANDE LTDA. - SICOOB CREDIVOGA","RUA ELIAS BOUHID, 38","CENTRO","CENTRO","36720000.000000","VOLTA GRANDE","MG","32.000000","34631229.000000","Livre Admissão - população até 300 mil habitantes","Singular","CREDIVOGA@ARTNET.COM.BR",NA,"2007","10","cooperativas"
"1155801.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE CURITIBANOS - CRESOL CURITIBANOS","RUA FELIPE GRANEMANN, 521","SALA 01","DO BOSQUE","89520000.000000","CURITIBANOS","SC","49.000000","32411564.000000","Crédito Rural","Singular","CURITIBANOS@CRESOLCENTRAL.COM.BR","WWW.CRESOLCENTRAL.COM.BR","2007","10","cooperativas"
"1187961.000000","COOPERATIVA DE CRÉDITO RURAL DE BRASÍLIA LTDA. - SICOOB CREDIBRASÍLIA","TRECHO 07 Nº 100- CEASA - PAVILHÃO B-3 - SOBRELOJA",NA,"SIA SUL","71208900.000000","BRASILIA","DF","61.000000","33614978.000000","Crédito Rural","Singular","CREDIBRASILIA@CREDIBRASILIA.COM.BR",NA,"2007","10","cooperativas"
"1201006.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE CAPANEMA - CRESOL CAPANEMA","AVENIDA  ESPIRITO SANTO, 931","CENTRO","CENTRO","85760000.000000","CAPANEMA","PR","46.000000","35521468.000000","Crédito Rural","Singular","CAPANEMA@CRESOL.COM.BR",NA,"2007","10","cooperativas"
"1205736.000000","COOPERATIVA DE CRÉDITO RURAL DE ITAMARAJU LTDA","PRAÇA DA INDEPENDÊNCIA, 60",NA,"CENTRO","45836000.000000","ITAMARAJU","BA","73.000000","2940123.000000","Crédito Rural","Singular","SICOOBITAMARAJU@DSTECH.COM.BR",NA,"2007","10","cooperativas"
"1235921.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DOS MUNICÍPIOS DA REGIÃO METROPOLITANA DA GRANDE VITÓRIA/ES","AVENIDA MARECHAL MASCARENHAS DE MORAES, 1927","4º ANDAR","BENTO FERREIRA","29050945.000000","VITORIA","ES","27.000000","33826417.000000","Crédito Mútuo","Singular","COOPMETRO@VITORIA.ES.GOV.BR",NA,"2007","10","cooperativas"
"1259518.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DE RIO CLARO LTDA - UNICRED RIO CLARO","RUA 11 Nº  1441",NA,"CENTRO","13500240.000000","RIO CLARO","SP","19.000000","35349109.000000","Crédito Mútuo","Singular","GERENCIA@UNICREDRIOCLARO.COM.BR",NA,"2007","10","cooperativas"
"1276398.000000","COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE PINHAO - CRESOL PINHAO","RUA QUINZE DE DEZEMBRO, 196",NA,"CENTRO","85170000.000000","PINHAO","PR","42.000000","36771277.000000","Crédito Rural","Singular","PINHAO@CRESOL.COM.BR","WWW.CRESOL.COM.BR","2007","10","cooperativas"
"1285935.000000","COOPERATIVA DE CRÉDITO RURAL DO VALE DO JEQUITINHONHA LTDA - SICOOB NOSSACREDIAL","RUA DERALDO GUIMARAES","100","CENTRO","39900000.000000","ALMENARA","MG","33.000000","37212780.000000","Crédito Rural","Singular","DIRETORIA.NOSSACREDIAL@BYALNET.COM.BR",NA,"2007","10","cooperativas"
"1286361.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE TOLEDO E REGIAO LTDA - UNICRED PIONEIRA DO PARANA","RUA SANTOS DUMONT, 2705","SALA","CENTRO","85900010.000000","TOLEDO","PR","45.000000","32525030.000000","Crédito Mútuo","Singular","UNICRED@UNICREDPIONEIRAPR.COM.BR","WWW.UNICREDPIONEIRAPR.COM.BR","2007","10","cooperativas"
"1288797.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASTRAZENECA DO BRASIL","RODOVIA RAPOSO TAVARES KM 26,9",NA,"MOINHO VELHO","6707000.000000","COTIA","SP","11.000000","37371261.000000","Crédito Mútuo","Singular","COOPAZ@ASTRAZENECA.COM",NA,"2007","10","cooperativas"
"1290746.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO  DEPARTAMENTO NACIONAL DE ESTRADAS DE RODAGEM DO PARÁ LTDA","AV. PEDRO ALVARES CABRAL, 129 SALA 03","PROXIMO A EXTRA FARMA","UMARIZAL","66050400.000000","BELEM","PA","91.000000","32315092.000000","Crédito Mútuo","Singular","COOPDNERPABEL@UOL.COM.BR",NA,"2007","10","cooperativas"
"1296040.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO ALGAR LTDA - CREDIALGAR","RUA DUQUE DE CAXIAS,   75",NA,"CENTRO","38400142.000000","UBERLANDIA","MG","34.000000","32564500.000000","Crédito Mútuo","Singular","CREDIALGAR@CREDIALGAR.COM.BR","WWW.CREDIALGAR.COM.BR","2007","10","cooperativas"
"1301541.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS BANCÁRIOS DO TRIÂNGULO LTDA","RUA DUQUE DE CAXIAS, 95 - 1º PISO",NA,"CENTRO","38400142.000000","UBERLANDIA","MG","34.000000","32363200.000000","Crédito Mútuo","Singular","COOPERBANT@AOL.COM",NA,"2007","10","cooperativas"
"1330295.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS NO ESTADO DO ESPÍRITO SANTO - COOPJUD","RUA DIONISIO ROSENDO, 155 - S/902","CIDADE ALTA","CENTRO","29010100.000000","VITORIA","ES","27.000000","32321888.000000","Crédito Mútuo","Singular","SECRETARIA@COOPJUD.COM.BR","WWW.COOPJUD.COM.BR","2007","10","cooperativas"
"1330387.000000","COOPERATIVA DE CRÉDITO RURAL DE PEQUENOS AGRICULTORES E DA REFORMA AGRÁRIA DO CENTRO OESTE DO PARANÁ - CREHNOR LARANJEIRAS","RUA SETE DE SETEMBRO, 2829","PRÉDIO RESTAURANTE CRISTO REI","CENTRO","85301070.000000","LARANJEIRAS DO SUL","PR","42.000000","6355127.000000","Crédito Rural","Singular","CREHNORPR@ORANGENET.COM.BR",NA,"2007","10","cooperativas"
"1335986.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES E EMPREGADOS DOS HOSPITAIS E CLÍNICAS DA ZONA DA MATA LTDA - SANTACASACRED","RUA ESPIRITO SANTO, 1054",NA,"CENTRO","36010041.000000","JUIZ DE FORA","MG","32.000000","32187100.000000","Crédito Mútuo","Singular","SCCRED@POWERLINE.COM.BR","WWW.SANTACASACRED.COM.BR","2007","10","cooperativas"
"1346674.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA ALCOA","RUA FELIPE CAMARAO 454",NA,"UTINGA","9220580.000000","SANTO ANDRE","SP","11.000000","44638155.000000","Crédito Mútuo","Singular","KELLY.LIZIDATI@ALCOA.COM.BR",NA,"2007","10","cooperativas"
"1374196.000000","COOPERATIVA DE CRÉDITO DE SÃO FRANCISCO DE SALES LTDA - SICOOB CREDICOOPERTRIL","AVENIDA 06","384","CENTRO","38260000.000000","SAO FRANCISCO DE SALES","MG","34.000000","34131104.000000","Livre Admissão - população até 300 mil habitantes","Singular","CREDICOOPERTRIL@NETSITE.COM.BR",NA,"2007","10","cooperativas"
"1380386.000000","COOPERATIVA DE CRÉDITO MÚTUO DA EDITORA GLOBO - CREDGLOBO","AV JAGUARE, 1485",NA,"JAGUARE","5346902.000000","SAO PAULO","SP","11.000000","37677658.000000","Crédito Mútuo","Singular","VSILVA.COOPERATIVA@EDGLOBO.COM.BR",NA,"2007","10","cooperativas"
"1389651.000000","COOPERATIVA DE CREDITO RURAL DO PLANALTO CATARINENSE SICOOB/SC - PAPANDUVA","AV. TENENTE ARI RAUEN, 503",NA,"CENTRO","89370000.000000","PAPANDUVA","SC","47.000000","6532181.000000","Crédito Rural","Singular","CREDIPLANALTO@CREDIPLANALTO.COM.BR",NA,"2007","10","cooperativas"
"1392522.000000","COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAUDE E DE CONTABILISTAS DO NORTE CATARINENSE LTDA - UNICRED NORTE CATARINENSE","RUA ORESTES GUIMARAES, 905","4º ANDAR","CENTRO","89204060.000000","JOINVILLE","SC","47.000000","34419626.000000","Crédito Mútuo","Singular","UNICRED@UNICRED-JOINVILLE.COM.BR","WWW.UNICRED-JOINVILLE.COM.BR","2007","10","cooperativas"
"1401771.000000","COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER","RUA NOSSA SENHORA DA GLORIA, 52 A  CXPOSTAL 1551",NA,"CANGO","85604090.000000","FRANCISCO BELTRAO","PR","46.000000","35201981.000000","Crédito Mútuo","Central","BASER@CRESOL.COM.BR",NA,"2007","10","cooperativas"
"1408563.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS ESTABELECIMENTO BANCÁRIOS DE UBERABA LTDA.","RUA GOVERNADOR VALADARES, 450- SOBRELOJA",NA,"CENTRO","38010380.000000","UBERABA","MG","34.000000","33121993.000000","Crédito Mútuo","Singular","BANCARIOSDEUBERABA@UOL.COM.BR",NA,"2007","10","cooperativas"
"1439107.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COSAN - BARRACRED COSAN","RUA ANTONIO FRANCO POMPEU, 261",NA,"VILA OPERÁRIA","17340000.000000","BARRA BONITA","SP","14.000000","36048011.000000","Crédito Mútuo","Singular","BARRACRED@BARRACRED.COM.BR",NA,"2007","10","cooperativas"
"1464605.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DA ALIANÇA DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DA SAÚDE DE LENÇÓIS PAULISTA - ALCRED DE LENÇÓIS PAULISTA","AVENIDA BRASIL, 888",NA,"CENTRO","18682060.000000","LENCOIS PAULISTA","SP","14.000000","32636012.000000","Crédito Mútuo","Singular","ALCREDLPTA@LPNET.COM.BR",NA,"2007","10","cooperativas"
"1478780.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DA ALIANÇA DOS  MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DA SAÚDE DE AVARÉ - ALCRED AVARÉ","RUA PARA, 1014","SOBRELOJA","CENTRO","18705030.000000","AVARE","SP","14.000000","37320850.000000","Crédito Mútuo","Singular","ALCRED@UNIMEDAVARE.COM.BR",NA,"2007","10","cooperativas"
"1480754.000000","COOPERATIVA DE CREDITO MUTUO DOS SERVIDORES PUBLICOS DE DOIS VIZINHOS - SICOOB CRESERV","RUA JOAO DALPASQUALLE, 457","CAIXA POSTAL 121","CENTRO","85660000.000000","DOIS VIZINHOS","PR","46.000000","5362666.000000","Crédito Mútuo","Singular","GERENTE@CRESERV.COM.BR","WWW.CRESERV.COM.BR","2007","10","cooperativas"
"1495247.000000","CREDSAM - COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DO GRUPO SAMELLO","AV PRES VARGAS, 2650",NA,"ESTACAO","14402000.000000","FRANCA","SP","16.000000","37112400.000000","Crédito Mútuo","Singular","CREDSAM@SAMELLO.COM.BR",NA,"2007","10","cooperativas"
"1499061.000000","COOPERATIVA DE CRÉDITO RURAL BOM JESUS DA LAPA","AV. DUQUE DE CAXIAS, S/N",NA,"CENTRO","47600000.000000","BOM JESUS DA LAPA","BA","77.000000","34815038.000000","Crédito Rural","Singular","CONTROLADORIA@SICOOBCREDILAPA.COM.BR",NA,"2007","10","cooperativas"
"1499278.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO GARDÊNIA LTDA.","AV. ERICKSON FLAVIO DA SILVA, 2318","BOX 15","CENTRO","37550000.000000","POUSO ALEGRE","MG","35.000000","4220071.000000","Crédito Mútuo","Singular","COOPERGARDENIA@TCNET.COM.BR",NA,"2007","10","cooperativas"
"1504952.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS MELHORAMENTOS DE SÃO PAULO","RUA TITO 479",NA,"LAPA","5051000.000000","SAO PAULO","SP","11.000000","38740716.000000","Crédito Mútuo","Singular","COOPERAT@MELHORAMENTOS.COM.BR","WWW.COOPMELHORAMENTOS.COM.BR","2007","10","cooperativas"
"1512743.000000","UNICREF CEARA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA UNIMED DE FORTALEZA E DEMAIS ENTIDADES COOPERATIVISTAS  DA REGIÃO METROPOLITANA DE FORTALEZA LTDA","RUA JOAO CORDEIRO, 1155 LOJA 02","LOJA 4","CENTRO","60110300.000000","FORTALEZA","CE","85.000000","2531414.000000","Crédito Mútuo","Singular","UNICREF@FORTALNET.COM.BR",NA,"2007","10","cooperativas"
"1523675.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA COOPERATIVA DOS CAFEICULTORES DA REGIÃO DE MARÍLIA","RODOVIA DO CONTORNO S/N",NA,"JARDIM BANDEIRANTES","17505200.000000","MARILIA","SP","14.000000","34029200.000000","Crédito Mútuo","Singular","CREDCOOPEMAR@COOPEMAR.COM.BR",NA,"2007","10","cooperativas"
"1526924.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE IJUI LTDA","RUA SIQUEIRA COUTO, 93",NA,NA,"98700000.000000","IJUI","RS","55.000000","3327488.000000","Crédito Mútuo","Singular","IJUI@UNICRED-RS.COM.BR",NA,"2007","10","cooperativas"
"1530136.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA COMPANHIA PAULISTA DE TRENS METROPOLITANOS","RUA ZUMA DE SA FERNANDES 360 1 ANDAR",NA,"PRESIDENTE ALTINO","6212040.000000","OSASCO","SP","11.000000","36899166.000000","Crédito Mútuo","Singular","COOPERTREM@TERRA.COM.BR",NA,"2007","10","cooperativas"
"1535631.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA ARKEMA QUÍMICA, ATOTECH DO BRASIL, TREBOL BRASIL E RESINAS INTERNACIONAIS - CREDIQUÍMICA","AV IBIRAPUERA 2033 4 ANDAR",NA,"MOEMA","4029901.000000","SAO PAULO","SP","11.000000","50510622.000000","Crédito Mútuo","Singular","OLGA-GARCIA.AGUADO@ARKEMA.COM",NA,"2007","10","cooperativas"
"1551820.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DO EXPRESSO PRINCESA DOS CAMPOS","AV ANITA GARIBALDI, 861",NA,"ORFAS","84015050.000000","PONTA GROSSA","PR","42.000000","2203651.000000","Crédito Mútuo","Singular","COOPRINCESA@PRINCESADOSCAMPOS.COM.BR",NA,"2007","10","cooperativas"
"1558716.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA ASSOCIAÇÃO  DOS FUNCIONÁRIOS PÚBLICOS DO ESTADO DE SÃO PAULO - CREDIAFPESP","RUA DR BITTENCOURT RODRIGUES 155 4 ANDAR",NA,"CENTRO","1017909.000000","SAO PAULO","SP","11.000000","31883168.000000","Crédito Mútuo","Singular","CREDIPAULISTA@TERRA.COM.BR",NA,"2007","10","cooperativas"
"1559914.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DE MATERIAL DE CONSTRUÇÃO DE GOVERNADOR VALADARES LTDA.","AV.MINAS GERAIS,319",NA,"CENTRO","35010150.000000","GOVERNADOR VALADARES","MG","33.000000","32711166.000000","Crédito Mútuo","Singular","ACCREDI@ACCREDI.COM.BR","WWW.ACCREDI.COM.BR","2007","10","cooperativas"
"1566038.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS  PROFISSIONAIS DA SAÚDE DE NÍVEL SUPERIOR DE MANAUS LTDA.","RUA AFONSO PENA, 48",NA,"CENTRO","69020000.000000","MANAUS","AM","92.000000","2331500.000000","Crédito Mútuo","Singular",NA,NA,"2007","10","cooperativas"
"1569522.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO SEBRAE - SEBRAECOOP","RUA MARECHAL FOCH, 41 SALA 701","SALA 701","GRAJAU","30430720.000000","BELO HORIZONTE","MG","31.000000","33719086.000000","Crédito Mútuo","Singular","SEBRAECOOP@SEBRAE-MG.COM.BR","SEBRAECOOP.COM.BR","2007","10","cooperativas"
"1572667.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE ERECHIM LTDA","AV. 15 DE NOVEMBRO, 104/23","SALAS 23/24",NA,"99700000.000000","ERECHIM","RS","54.000000","3216141.000000","Crédito Mútuo","Singular","ERECHIM@UNICRED-RS.COM.BR",NA,"2007","10","cooperativas"
"1582068.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS, AUTÁRQUICOS E CÂMARA MUNICIPAL DE MAUÁ","AV. JOSÉ GASPAR, N.º 290 A","PAÇO MUNICIPAL - SUBSOLO","VILA NOÊMIA","9360120.000000","MAUA","SP","11.000000","45557465.000000","Crédito Mútuo","Singular","MAUACOOPER@UOL.COM.BR",NA,"2007","10","cooperativas"
"1601342.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS  PROFISSIONAIS DE SAÚDE DE GOIÂNIA E REGIÃO LTDA.","AV. ASSIS CHATEUBRIAND,2025",NA,"SETOR OESTE","74130012.000000","GOIANIA","GO","62.000000","2511322.000000","Crédito Mútuo","Singular","CREDISAUDE@SICOOBGOIAS.COM.BR","WWW.CREDISAUDE.COM.BR","2007","10","cooperativas"
"1602677.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE UBA LTDA.","RUA VINTE E DOIS DE MAIO,57",NA,"CENTRO","36500000.000000","UBA","MG","32.000000","35314941.000000","Crédito Mútuo","Singular","UCMG0016@UNICREDMG.COM.BR","WWW.UNICREDMG.COM.BR","2007","10","cooperativas"
"1604998.000000","COOPERATIVA DE CREDITO DO VALE DO SAPUCAI LTDA - SICOOB CREDIVASS","RUA DR. FERNANDO LEMOS, 44","45","CENTRO","37490000.000000","SAO GONCALO DO SAPUCAI","MG","35.000000","2411911.000000","Crédito Rural","Singular","CREDIVASS@SIGMATECH.COM.BR",NA,"2007","10","cooperativas"
"1605007.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA AREA DE SAUDE DE SAO LOURENCO E REGIAO LTDA - UNICRED CIRCUITO DAS AGUAS","AV. ANTONIO JUNQUEIRA DE SOUZA, 476 - SALA 02",NA,"CENTRO","37440000.000000","SAO LOURENCO","MG","35.000000","3325100.000000","Crédito Mútuo","Singular","UNICRED@UNICRED-ONLINE.NET","WWW.UNICREDMG.COM.BR","2007","10","cooperativas"
"1608685.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS  PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE DE RIO BRANCO LTDA.","RUA FRANCISCO MANGABEIRA, 234 - SALA A",NA,"BOSQUE","69909740.000000","RIO BRANCO","AC","68.000000","2238339.000000","Crédito Mútuo","Singular","GERENCIA@UNICREDRIOBRANCO.BRTE.COM.BR",NA,"2007","10","cooperativas"
"1609345.000000","COOPERATIVA DE CRÉDITO DE CAMPINA VERDE LTDA. - SICOOB CREDICAMPINA","RUA ""26"", 186","186","CENTRO","38270000.000000","CAMPINA VERDE","MG","34.000000","4121884.000000","Crédito Rural","Singular","CREDICAMPINA@NETSITE.COM.BR",NA,"2007","10","cooperativas"
"1618291.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA  POLÍCIA MILITAR DO PARÁ NA REGIÃO METROPOLITANA DE BELÉM LTDA","AV. PEDRO ALVARES CABRAL, 129",NA,"MARAMBAIA","66613150.000000","BELEM","PA","91.000000","2381074.000000","Crédito Mútuo","Singular","COOMIPA@VELOXMAIL.COM.BR",NA,"2007","10","cooperativas"
"1620670.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO QUÍMICA CATAGUASES LTDA.","RUA JOAO DIAS NETO, 18",NA,"VILA REIS","36770000.000000","CATAGUASES","MG","32.000000","4224655.000000","Crédito Mútuo","Singular","PROGRAMS@GQC.COM.BR",NA,"2007","10","cooperativas"
"1634601.000000","CENTRAL DE COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO RIO GRANDE DO SUL LTDA - UNICRED CENTRAL RS","RUA MOURA AZEVEDO 606 2. ANDAR",NA,"SAO GERALDO","90230150.000000","PORTO ALEGRE","RS","51.000000","33955532.000000",NA,"Central","FLAVIO@UNICRED-RS.COM.BR","WWW.UNICRED-RS.COM.BR","2007","10","cooperativas"
"1635462.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DOS VALES DO TAQUARI E RIO PARDO LTDA -UNICRED VALES DO TAQUARI E RIO PARDO","AV. BENJAMIN CONSTANT, 1058 - 5 ANDAR","SALA 406",NA,"95900000.000000","LAJEADO","RS","5.000000","17145033.000000","Crédito Mútuo","Singular","VTRP@UNICRED-VTRP.COM.BR","WWW.UNICRED-VTRP.COM.BR","2007","10","cooperativas"
"1636480.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO GELRE","RUA 24 DE MAIO, 35 8AND-CJ.808",NA,"CENTRO","1041001.000000","SAO PAULO","SP","11.000000","33513723.000000","Crédito Mútuo","Singular","MPASSOS@GELRE.COM.BR",NA,"2007","10","cooperativas"
"1637949.000000","COOPERATIVA DE CRÉDITO RURAL DO VALE DO PARANAPANEMA","RUA REVERENDO CORIOLANO, 2004",NA,"VILA OCIDENTAL","19015070.000000","PRESIDENTE PRUDENTE","SP","18.000000","2214687.000000","Crédito Rural","Singular","CREDIVALE@CREDIVALE.ORG.BR","WWW.CREDIVALE.ORG.BR","2007","10","cooperativas"
"1644264.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DE  CONFECÇÕES DO MÉDIO PIRACICABA LTDA","AV. WILSON ALVARENGA, 1411",NA,"CARNEIRINHOS","35930001.000000","JOAO MONLEVADE","MG","31.000000","8516442.000000","Crédito Mútuo","Singular","CREDIMEPI@CREDIMEPI.COOP.BR","WWW.CREDIMEPI.COOP.BR","2007","10","cooperativas"
"1649389.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DE CONFECÇÕES DO CIRCUITO DO OURO LTDA","RUA JOAO MOTA, 355",NA,"CENTRO","35960000.000000","SANTA BARBARA","MG","31.000000","8322444.000000","Crédito Mútuo","Singular","COOPOURO@ROBYNET.COM.BR",NA,"2007","10","cooperativas"
"1649872.000000","COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DA AKZO NOBEL-TINTAS - COOPCOATINGS","RODOVIA RAPOSO TAVARES, KM. 18,5","CONJUNTO 118","JARDIM GUEDALA","5577300.000000","SAO PAULO","SP","11.000000","37892209.000000","Crédito Mútuo","Singular","COOPCOATINGS@TERRA.COM.BR","WWW.COOPCOATINGS.COM.BR","2007","10","cooperativas"
"1657678.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES CONFECÇÕES DE SÃO SEBASTIÃO DO PARAÍSO LTDA. - SICOOB PARAÍSOCRED","PRACA COMENDADOR JOAO ALVES, 17",NA,"CENTRO","37950000.000000","SAO SEBASTIAO DO PARAISO","MG","35.000000","5316700.000000","Crédito Mútuo","Singular","PARAISOCRED@PARAISONET.COM.BR",NA,"2007","10","cooperativas"
